Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2015-11-21,AZ Alkmaar,Heerenveen,3,1,H,1.91,3.75,3.6,2015,,,,,,,,,,,,,,,
2015-11-22,Den Haag,Vitesse,2,2,D,3.6,3.5,2.0,2015,,,,,,,,,,,,,,,
2015-11-22,Feyenoord,Twente,5,0,H,1.36,4.75,8.0,2015,,,,,,,,,,,,,,,
2015-11-22,Heracles,Excelsior,0,0,D,1.57,4.2,5.25,2015,,,,,,,,,,,,,,,
2015-11-22,Nijmegen,Utrecht,1,0,H,2.3,3.4,3.0,2015,,,,,,,,,,,,,,,
2015-11-27,Cambuur,Graafschap,2,3,A,1.8,3.6,4.33,2015,,,,,,,,,,,,,,,
2015-11-28,Twente,Willem II,1,3,A,2.05,3.6,3.4,2015,,,,,,,,,,,,,,,
2015-11-28,Heerenveen,Roda,3,0,H,1.62,4.0,5.0,2015,,,,,,,,,,,,,,,
2015-11-28,Excelsior,Feyenoord,2,4,A,5.75,4.2,1.53,2015,,,,,,,,,,,,,,,
2015-11-29,Groningen,Den Haag,2,1,H,2.0,3.5,3.6,2015,,,,,,,,,,,,,,,
2015-11-29,PSV Eindhoven,AZ Alkmaar,3,0,H,1.33,5.25,8.0,2015,,,,,,,,,,,,,,,
2015-11-29,Utrecht,Heracles,4,2,H,1.85,3.5,4.2,2015,,,,,,,,,,,,,,,
2015-11-29,Vitesse,Nijmegen,1,0,H,1.53,4.2,5.75,2015,,,,,,,,,,,,,,,
2015-11-29,Zwolle,Ajax,0,2,A,4.75,3.6,1.73,2015,,,,,,,,,,,,,,,
2015-12-04,AZ Alkmaar,Den Haag,0,1,A,1.73,4.0,4.33,2015,,,,,,,,,,,,,,,
2015-12-05,Graafschap,Utrecht,0,1,A,3.5,3.6,2.0,2015,,,,,,,,,,,,,,,
2015-12-05,Vitesse,PSV Eindhoven,0,1,A,3.3,3.6,2.05,2015,,,,,,,,,,,,,,,
2015-12-05,Ajax,Heerenveen,5,2,H,1.29,5.5,9.5,2015,,,,,,,,,,,,,,,
2015-12-05,Excelsior,Twente,1,1,D,2.0,3.5,3.5,2015,,,,,,,,,,,,,,,
2015-12-06,Feyenoord,Heracles,3,0,H,1.3,5.25,9.5,2015,,,,,,,,,,,,,,,
2015-12-06,Nijmegen,Zwolle,2,2,D,2.0,3.6,3.5,2015,,,,,,,,,,,,,,,
2015-12-06,Roda,Groningen,0,0,D,2.8,3.5,2.38,2015,,,,,,,,,,,,,,,
2015-12-06,Willem II,Cambuur,3,0,H,1.7,3.75,4.75,2015,,,,,,,,,,,,,,,
2015-12-11,Heerenveen,Excelsior,2,1,H,1.65,3.75,5.25,2015,,,,,,,,,,,,,,,
2015-12-12,PSV Eindhoven,Roda,1,1,D,1.1,9.0,21.0,2015,,,,,,,,,,,,,,,
2015-12-12,Twente,Graafschap,2,1,H,1.7,4.0,4.33,2015,,,,,,,,,,,,,,,
2015-12-12,Cambuur,Nijmegen,3,1,H,3.1,3.25,2.3,2015,,,,,,,,,,,,,,,
2015-12-12,Den Haag,Willem II,1,1,D,1.95,3.6,3.6,2015,,,,,,,,,,,,,,,
2015-12-13,Groningen,Feyenoord,1,1,D,4.75,3.8,1.7,2015,,,,,,,,,,,,,,,
2015-12-13,Heracles,Vitesse,1,1,D,2.8,3.5,2.38,2015,,,,,,,,,,,,,,,
2015-12-13,Utrecht,Ajax,1,0,H,4.2,3.75,1.8,2015,,,,,,,,,,,,,,,
2015-12-13,Zwolle,AZ Alkmaar,2,1,H,2.2,3.5,3.1,2015,,,,,,,,,,,,,,,
