Season,Date,HomeTeam,AwayTeam,Bet_On,Model_Prob,B365_Odds,Kelly_Fraction,Edge,Won,Bankroll_Full,Bankroll_Half,Bankroll_Quarter
2019,2019-08-31,West Ham,Norwich,BTTS Yes,0.9411,1.44,0.8073,0.2467,False,920.0,920.0,920.0
2019,2019-09-14,Wolves,Chelsea,BTTS Yes,0.6584,1.9,0.2788,0.1321,True,986.24,986.24,977.7116
2019,2019-09-21,Burnley,Norwich,BTTS Yes,0.7745,1.66,0.4329,0.1721,False,907.3408,907.3408,899.494672
2019,2019-09-22,Chelsea,Liverpool,BTTS Yes,0.7753,1.57,0.381,0.1383,True,948.71554048,948.71554048,940.5116290432001
2019,2019-10-06,Southampton,Chelsea,BTTS Yes,0.7316,1.72,0.3587,0.1502,True,1003.361555611648,1003.361555611648,994.6850988760884
2019,2019-10-26,Burnley,Chelsea,BTTS Yes,0.732,1.66,0.326,0.1296,True,1056.339045747943,1056.339045747943,1047.2044720967458
2019,2019-11-09,Southampton,Everton,BTTS Yes,0.681,1.9,0.3265,0.1547,True,1132.3954570417948,1132.3954570417948,1122.6031940877115
2019,2019-11-10,Wolves,Aston Villa,BTTS Yes,0.6828,1.9,0.3304,0.1565,True,1213.927929948804,1213.927929948804,1203.4306240620267
2019,2019-11-23,Man City,Chelsea,BTTS Yes,0.8433,1.4,0.4517,0.129,True,1252.7736237071656,1252.7736237071656,1241.9404040320117
2019,2019-12-04,Man United,Tottenham,BTTS Yes,0.6832,1.8,0.2873,0.1277,True,1332.9511356244243,1332.9511356244243,1313.3022996476911
2019,2019-12-08,Newcastle,Southampton,BTTS Yes,0.6637,2.1,0.3579,0.1875,True,1450.2508355593736,1450.2508355593736,1428.872902016688
2019,2019-12-14,Southampton,West Ham,BTTS Yes,0.7588,1.61,0.3633,0.1377,False,1334.2307687146238,1334.2307687146238,1314.563069855353
2019,2019-12-14,Burnley,Newcastle,BTTS Yes,0.7215,2.1,0.4682,0.2453,False,1227.4923072174538,1227.4923072174538,1209.3980242669247
2019,2019-12-15,Man United,Everton,BTTS Yes,0.7046,1.8,0.3354,0.1491,True,1306.0518148793708,1306.0518148793708,1286.799497820008
2019,2019-12-21,Aston Villa,Southampton,BTTS Yes,0.7694,1.61,0.3914,0.1483,True,1369.7871434454842,1369.7871434454842,1349.5953133136243
2019,2019-12-26,Everton,Burnley,BTTS Yes,0.709,1.9,0.3856,0.1826,False,1260.2041719698454,1260.2041719698454,1241.6276882485342
2019,2019-12-28,Newcastle,Everton,BTTS Yes,0.655,2.1,0.3413,0.1788,True,1371.1021391031918,1371.1021391031918,1350.8909248144053
2019,2019-12-28,Burnley,Man United,BTTS Yes,0.7096,1.9,0.387,0.1833,False,1261.4139679749364,1261.4139679749364,1242.8196508292529
2019,2020-01-01,Southampton,Tottenham,BTTS Yes,0.74,1.66,0.346,0.1376,False,1160.5008505369415,1160.5008505369415,1143.3940787629126
2019,2020-01-01,Newcastle,Leicester,BTTS Yes,0.6608,1.9,0.284,0.1345,False,1067.660782493986,1067.660782493986,1062.2130991707459
2019,2020-02-01,Man United,Wolves,BTTS Yes,0.6802,2.2,0.4136,0.2256,False,982.2479198944671,982.2479198944671,977.2360512370861
2019,2020-02-14,Wolves,Leicester,BTTS Yes,0.8028,2.0,0.6056,0.3028,False,903.6680863029097,903.6680863029097,899.0571671381192
2019,2020-02-29,West Ham,Southampton,BTTS Yes,0.7122,1.72,0.3126,0.1308,True,955.7193680739573,955.7193680739573,949.6453158186468
2019,2020-03-08,Chelsea,Everton,BTTS Yes,0.7027,1.72,0.2898,0.1213,False,879.2618186280407,879.2618186280407,880.8435126875859
2019,2020-07-06,Tottenham,Everton,BTTS Yes,0.7165,1.9,0.4014,0.1902,False,808.9208731377975,808.9208731377975,810.376031672579
2019,2020-07-09,Bournemouth,Tottenham,BTTS Yes,0.7479,1.72,0.3977,0.1665,False,744.2072032867736,744.2072032867736,745.5459491387726
2019,2020-07-09,Everton,Southampton,BTTS Yes,0.6736,1.9,0.3108,0.1472,True,797.7901219234213,797.7901219234213,797.681977362047
2019,2020-07-11,Watford,Newcastle,BTTS Yes,0.5964,2.1,0.2295,0.1202,True,867.9956526526825,867.9956526526825,848.0256811583091
2019,2020-07-11,Sheffield United,Chelsea,BTTS Yes,0.6308,2.0,0.2615,0.1308,False,798.5560004404679,798.5560004404679,792.5860022525846
2019,2020-07-15,Newcastle,Tottenham,BTTS Yes,0.6718,1.9,0.3071,0.1455,True,856.0520324721815,856.0520324721815,847.3517135432326
2019,2020-07-17,West Ham,Watford,BTTS Yes,0.6562,2.0,0.3124,0.1562,True,924.5361950699561,924.5361950699561,913.5298823709591
2019,2020-07-22,Liverpool,Chelsea,BTTS Yes,0.8052,1.57,0.4634,0.1682,True,966.6950455651461,966.6950455651461,955.1868450070748
2020,2020-09-12,West Ham,Newcastle,BTTS Yes,0.6987,1.9,0.364,0.1724,False,889.3594419199344,889.3594419199344,878.7718974065089
2020,2020-09-20,Newcastle,Brighton,BTTS Yes,0.6053,2.37,0.3171,0.1833,False,818.2106865663396,818.2106865663396,809.1072552396079
2020,2020-09-20,Chelsea,Liverpool,BTTS Yes,0.8984,1.61,0.7319,0.2773,False,752.7538316410324,752.7538316410324,744.3786748204392
2020,2020-09-26,West Brom,Chelsea,BTTS Yes,0.7919,1.66,0.4766,0.1895,True,792.4992339516789,792.4992339516789,783.6818688509584
2020,2020-09-26,Burnley,Southampton,BTTS Yes,0.6156,2.1,0.2662,0.1395,False,729.0992952355446,729.0992952355446,731.5278404789271
2020,2020-09-27,Sheffield United,Leeds,BTTS Yes,0.926,1.9,0.8438,0.3997,False,670.7713516167009,670.7713516167009,673.005613240613
2020,2020-09-28,Fulham,Aston Villa,BTTS Yes,0.692,2.0,0.3841,0.192,False,617.1096434873649,617.1096434873649,619.1651641813639
2020,2020-10-03,Leeds,Man City,BTTS Yes,0.9061,1.36,0.6452,0.1708,True,634.8824012198011,634.8824012198011,636.9971209097872
2020,2020-10-04,Southampton,West Brom,BTTS Yes,0.7787,1.8,0.502,0.2231,False,584.091809122217,584.091809122217,586.0373512370043
2020,2020-10-04,Leicester,West Ham,BTTS Yes,0.794,1.66,0.482,0.1916,False,537.3644643924397,537.3644643924397,539.1543631380439
2020,2020-10-17,Everton,Liverpool,BTTS Yes,0.8755,1.53,0.6405,0.2219,True,560.1487176826791,560.1487176826791,562.014508135097
2020,2020-10-17,Newcastle,Man United,BTTS Yes,0.7622,1.72,0.432,0.1808,True,592.4132838212015,592.4132838212015,594.3865438036786
